Код;Наименование;Код группы груза
466092;ЗЕЛЕНЬ СВИНЦОВАЯ И ЦИНКОВАЯ;10
466105;ИНДИГО;10
466112;ИНДУЛИН;10
466143;"КРАСИТЕЛИ ОРГАНИЧЕСКИЕ ЖИДКИЕ, СЛАБОЯДОВИТЫЕ, В Т. Ч. ""БЕРЗОЛЬ СИНИЙ-3""";10
466158;КРАСИТЕЛИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466162;КРОН СВИНЦОВЫЙ И ЦИНКОВЫЙ;10
466177;КРАСКИ МАСЛЯНЫЕ;10
466181;КРАСКИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466196;КРЕПИТЕЛИ ДЛЯ ЛАКОВ И КРАСОК;10
466209;ЛАЗУРЬ ЖЕЛЕЗНАЯ;10
466213;ЛАК АС-54;10
466228;ЛАК БИТУМНЫЙ, МАГНИТНЫЙ, ПОЛИАМИДНЫЙ;10
466232;ЛАКИ БАКЕЛИТОВЫЕ;10
466247;ЛАКИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466251;"МАСТИКА ""ГЕЛАН""";10
466266;МАСТИКА ДЛЯ ПОЛОВ;10
466285;НИТРОКРАСКИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466299;НИТРОЛАКИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466302;НИТРОЭМАЛИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466317;ОКСОЛЬ (ОЛИФА);10
466321;ОЛИФА ИСКУССТВЕННАЯ (ГЛИФТАЛЕВАЯ, КАМЕННОУГОЛЬНАЯ, НАФТЕНОЛЬ И ДР.), НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;1
466336;ОЛИФА НАТУРАЛЬНАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10
466340;ЛАК НИТРОЦЕЛЛЮЛОЗНЫЙ;10
466355;ОТВАРЫ ДУБИЛЬНЫЕ И КРАСИЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466365;ОХРА;10
466374;ПАСТА АЛЮМИНИЕВАЯ ДЛЯ КРАСОК;10
466389;ПАСТА СУХОВАЛЬЦОВАН-НАЯ ДЛЯ НИТРОЭМАЛЕЙ;10
466393;"ПАСТА УПЛОТНИТЕЛЬНАЯ ""СЕВАСТОПОЛЬ""";10
466406;ПАТ ЖЕМЧУЖНЫЙ;10
466410;ПОЛИТУРЫ ВСЯКИЕ;10
466425;ПОЛУПРОДУКТЫ ДЛЯ КРАСИТЕЛЕЙ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466431;ПОРОШКИ АЛЮМИНИЕВЫЕ, БРОНЗОВЫЕ И ДРУГИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466444;ПРОТРАВЫ ДЛЯ КРАСИТЕЛЕЙ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466459;ПУДРА АЛЮМИНИЕВАЯ;10
466463;РАЗБАВИТЕЛИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466482;СИККАТИВЫ ЖИДКИЕ;10
466497;СИНЬКА;10
466508;СУРИК ЖЕЛЕЗНЫЙ И СВИНЦОВЫЙ;10
466514;СОЛЬВЕНТ;10
466529;СОЛЬВЕНТ-НАФТА;10
466533;УЛЬТРАМАРИН;10
466548;ЭКСТРАКТЫ КРАСИЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466552;ЭМАЛИ ВСЯКИЕ;10
466567;ГРУНТОВКИ И ШПАКЛЕВКИ МАЛЯРНЫЕ;10
466571;МАСТИКИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
466586;БЕЛИТ ШЛАКОВЫЙ ПОРОШКООБРАЗНЫЙ ТЕХНИЧЕСКИЙ;10
467004;ПРОДУКТЫ ПРОМЕЖУТОЧНЫЕ ДЛЯ КРАСИТЕЛЕЙ И ОРГАНИЧЕСКОГО СИНТЕЗА;10
467019;АМИНОТОЛУОЛЫ (ТОЛУИДИНЫ);10
467023;АМИНОФЕНОЛЫ;10
467038;АНИЛИН СОЛЯНОКИСЛЫЙ (АНИЛИНА ГИДРОХЛОРИД);10
467042;АНИЛИН (АМИНОБЕНЗОЛ);10
467057;АНТРАХИНОН;10
467061;БЕНЗАЛЬДЕГИД;10
467076;БЕНЗИДИН;10
467080;N, N-ДИМЕТИЛАНИЛИН;10
467095;ДИНИТРОБЕНЗОЛ, СОДЕРЖАЩИЙ НЕ МЕНЕЕ 10% ВОДЫ;10
467108;2, 4-ДИНИТРОХЛОРБЕНЗОЛ;10
467112;2, 4-ДИНИТРОФЕНОЛЫ, СОДЕРЖАЩИЕ НЕ МЕНЕЕ 15% ВОДЫ;10
467127;N, N-ДИЭТИЛАНИЛИН;10
467131;КСИЛИДИН;10
467146;2-НАФТОЛ ТЕХНИЧЕСКИЙ;10
467150;НИТРОАМИНОФЕНОЛ;10
467175;НИТРОАНИЗОЛЫ;10
467184;НИТРОАНИЛИН (ПАРАНИТРОАНИЛИН);10
467199;НИТРОБЕНЗОЛ;10
467201;НИТРОКСИЛОЛ;10
467216;НИТРОФЕНОЛ;10
467220;НИТРОХЛОРБЕНЗОЛЫ;10
467235;ПИРОКАТЕХИН ТЕХНИЧЕСКИЙ;10
467241;РЕЗОРЦИН;10
467254;ОРТОТОЛУИДИН;10
467269;ТРИХЛОРБЕНЗОЛ;10
467273;ФЕНИЛЕНДИАМИН;10
467288;ФЕНОЛСУЛЬФОКИСЛОТА ЖИДКАЯ;10
467292;ХЛОРБЕНЗОЛ;10
467305;ХЛОРНИТРОАНИЛИНЫ;10
467318;ДИХЛОРНИТРОБЕНЗОЛ;10
467324;ЭТИЛТОЛУИДИН;10
467339;КИСЛОТА ПИКРАМИНОВАЯ (2-АМИНО-4,6 ДИНИТРОФЕНОЛ), ПАСТА С СОДЕР­ЖАНИЕМ ВОДЫ НЕ МЕНЕЕ 43%;10
470007;ПРОДУКЦИЯ КОКСОХИМИЧЕСКОЙ И ЛЕСОХИМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ;2
471001;СМОЛЫ, КРОМЕ ПРИРОДНЫХ, НЕФТЯНЫХ И СИНТЕТИЧЕСКИХ. ДЕГОТЬ;10
471014;ДЕГОТЬ ГАЗОВЫЙ, ДРЕВЕСНЫЙ, КАМЕННОУГОЛЬНЫЙ И ДР.;1
471029;ДИСТИЛЛАТ ПЕКОВЫЙ И КАМЕННОУГОЛЬНЫЙ;1
471033;ЛАК КАМЕННОУГОЛЬНЫЙ;1
471048;ЛАК ТОЛЕВЫЙ;10
471052;ПЕК КАМЕННОУГОЛЬНЫЙ ЖИДКИЙ;1
471067;ПЕК ДРЕВЕСНЫЙ, СЛАНЦЕ-ВЫЙ, СТЕАРИНОВЫЙ, ТОР-ФЯНОЙ И ДР., НЕ ПОИМЕ­НОВАННЫЙ В АЛФАВИТЕ;10
471071;ПЕК КАМЕННОУГОЛЬНЫЙ ТВЕРДЫЙ;1
471086;ПЕК ТАЛЛОВЫЙ;10
471090;ПОЛИТЕРПЕНЫ;10
471103;ПРЕПАРАТ Б В (МАСЛО ДЛЯ ПРОИЗВОДСТВА ХИМИЧЕСКИХ ВОЛОКОН);10
471118;СМОЛА ГАЗОВАЯ;10
471122;СМОЛА ТОРФЯНАЯ;10
471137;СМОЛА ФЕНОЛЬНАЯ;10
471141;СМОЛЫ КАМЕННОУГОЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;1
471156;СМОЛЫ, КРОМЕ НЕФТЯНЫХ, СИНТЕТИЧЕСКИХ И ПРИРОДНЫХ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
471160;СУРГУЧ;10
472002;МАСЛА, КРОМЕ НЕФТЯНЫХ. СКИПИДАР И СОСТАВЫ ПРОПИТОЧНЫЕ;10
472017;ГИДРОКАРБЮР (МАСЛО КАМЕННОУГОЛЬНОЕ);1
472021;КРЕЗОЛ (ОРТО-, МЕТА-, ПАРА-);10
472036;КРЕЗОЛ ТЕХНИЧЕСКИЙ;10
472040;МАЗЬ КОЛЕСНАЯ;4
472055;МАСЛА КАМЕННОУГОЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;1
472064;МАСЛО АНТРАЦЕНОВОЕ ТЕХНОЛОГИЧЕСКОЕ;10
472074;МАСЛО АЦЕТОНОВОЕ;10
472089;МАСЛО КАМЕННОУГОЛЬНОЕ ДЛЯ ПРОПИТКИ ДРЕВЕСИНЫ;1
472093;МАСЛО СЛАНЦЕВОЕ;10
472106;МАСЛО КЕТОНОВОЕ;10
472110;МАСЛО КРЕОЗОТНОЕ;10
472125;МАСЛО ОЙТИСИКОВОЕ;10
472130;МАСЛО ЛЕГКОЕ КАМЕННОУГОЛЬНОЕ;1
472144;МАСЛО ПИХТОВОЕ;10
472159;МАСЛО ТЕРПЕНТИННОЕ (СКИПИДАР ЖИВИЧНЫЙ);10
472163;МАСЛО СРЕДНЕЕ КАМЕННОУГОЛЬНОЕ;1
472178;МАСЛО ТАЛЛОВОЕ;10
472182;МАСЛО КОКСОПИРОЛИЗНОЕ (МАСЛО ЗЕЛЕНОЕ);2
472197;НАПОЛНИТЕЛЬ ЖИРУЮЩИЙ ПМЖ, ПЖС;10
472207;ПАРАКРЕОЗОТ;10
472214;КРЕОЗОТ;10
472229;СКИПИДАР;10
472233;СОСТАВЫ ДЛЯ ЗАЛИВКИ КАБЕЛЬНЫХ МУФТ (МАССА КАБЕЛЬНАЯ);10
472248;СОСТАВЫ ПРОПИТОЧНЫЕ ДЛЯ ДЕРЕВА, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
472252;СОСТАВЫ ПРОПИТОЧНЫЕ ДЛЯ ПРОВОДОВ И КАБЕЛЕЙ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
472267;МАСЛО КАСТОРОВОЕ СУЛЬФИТИРОВАННОЕ И ТЕХНИЧЕСКОЕ;10
473005;ЭЛЕКТРОДЫ ГРАФИТИРОВАННЫЕ И УГОЛЬНЫЕ;1
473017;АККУМУЛЯТОРЫ И БАТАРЕИ АККУМУЛЯТОРНЫЕ ЭЛЕКТРИЧЕСКИЕ;10
473024;ИЗДЕЛИЯ ГРАФИТИРОВАННЫЕ И УГОЛЬНЫЕ;1
473039;МАССА АНОДНАЯ;10
473043;ТЕРМОГРАФИТ;10
473058;УГОЛЬ ПРЕССОВАННЫЙ ДЛЯ ГАЛЬВАНИЧЕСКИХ ЭЛЕМЕНТОВ;1
473062;ЭЛЕКТРОДЫ ГРАФИТИРОВАН-НЫЕ И УГОЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;1
473077;ЭЛЕМЕНТЫ (БАТАРЕИ), ГАЛЬВАНИЧЕСКИЕ;10
473081;МАССА ЭЛЕКТРОДНАЯ;10
473096;МАССА ФРАКЦИОНИРОВАННАЯ ИЗ КОКСОВ СМЕСОВАЯ С ДОБАВКАМИ (УГЛЕРОДИСТАЯ);2
474008;УГОЛЬ ДРЕВЕСНЫЙ;1
474012;УГОЛЬ ЖИВОТНОГО ИЛИ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ;1
475000;ПРОЧАЯ ПРОДУКЦИЯ КОКСОХИМИЧЕСКОЙ И ЛЕСОХИМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ;2
475015;АНТИОКИСЛИТЕЛЬ ДРЕВЕСНОСМОЛЯНОЙ (ИНГИБИТОР);10
475022;АНТИПОЛИМЕРИЗАТОР ДРЕВЕСНОСМОЛЯНОЙ;10
475049;АЭРОФЛОТЫ;10
475053;ВОДА ДЕГТЯРНАЯ;10
475068;ИНГИБИТОР КИ-1;10
475072;ИНГИБИТОР ПБ-5;10
475087;"ИНГИБИТОР КОРРОЗИИ ""ДИЗГАФЕН""";10
475091;"ИНГИБИТОРЫ КОРРОЗИИ ""ДОНБАСС-1""";10
475104;"ИНГИБИТОРЫ КОРРОЗИИ ""ДОНБАСС-2""";10
475119;КАНИФОЛЬ;10
475123;КИСЛОТЫ ЖИРНЫЕ ТАЛЛОВЫЕ;10
475138;КОНЦЕНТРАТ СУЛЬФИТНОСПИРТОВОЙ БАРДЫ;10
475142;ЛИГНОСУЛЬФОНАТЫ ТЕХНИЧЕСКИЕ;10
475157;МАСЛО ДРЕВЕСНО-СМОЛЯНОЕ;10
475161;МАСЛО КАНИФОЛЬНОЕ;10
475176;МАСЛО СОСНОВОЕ ФЛОТАЦИОННОЕ;10
475180;МЫЛО КАНИФОЛЬНОЕ;10
475195;МЫЛО СУЛЬФАТНОЕ;10
475208;МЯГЧИТЕЛИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
475212;МЯГЧИТЕЛИ РЕЗИНЫ;10
475227;НАФТА (СОЛЬВЕНТ КАМЕННОУГОЛЬНЫЙ);1
475231;ОТГОН ПИРОЛИЗНЫХ СМОЛ;10
475246;ПОРОШКИ ДРЕВЕСНОУКСУСНЫЕ;10
475250;ПРОДУКЦИЯ КОКСОХИМИЧЕС-КОЙ И ЛЕСОХИМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;2
475265;СОВОЛ;10
475275;СЫРЬЕ КОКСОХИМИЧЕСКОЕ ДЛЯ ПРОИЗВОДСТВА ТЕХНИЧЕСКОГО УГЛЕРОДА;2
475284;СЫРЬЕ НЕФТЯНОЕ ДЛЯ ПРОИЗВОДСТВА ОЛИФЫ;10
475299;ФЛЮСЫ КАНИФОЛЬНЫЕ;10
475301;ЭКСТРАКТ АРОМАТИЧЕСКИЙ (ФЕНОЛЬНЫЙ);10
480009;ПРОДУКЦИЯ НЕОРГАНИЧЕСКОЙ ХИМИИ;10
481001;КИСЛОТЫ, ОКСИДЫ, ПЕРОКСИДЫ И АНГИДРИДЫ;10
481016;БАРИЯ ПЕРОКСИД;10
481020;БЕРИЛИЯ ОКСИД;10
481035;ВОДОРОДА ПЕРОКСИД ТВЕРДЫЙ;10
481040;ВОДОРОДА ПЕРОКСИД, ВОДНЫЙ РАСТВОР КОНЦЕНТРАЦИИ БОЛЕЕ 60% (СТАБИЛИЗИРОВАННЫЙ);10
481054;ВОДОРОДА ПЕРОКСИД, ВОДНЫЙ РАСТВОР КОНЦЕНТРАЦИИ ОТ 20 ДО 60%;10
481069;ВОДОРОДА ПЕРОКСИД, ВОДНЫЙ РАСТВОР КОНЦЕНТРАЦИИ ОТ 8 ДО 20%;10
481073;ВОЛЬФРАМА (III) ОКСИД (АНГИДРИД ВОЛЬФРАМОВЫЙ);10
481088;ЖЕЛЕЗА (II) ОКСИД (ЗАКИСЬ ЖЕЛЕЗА, ГЕМИОКСИД ЖЕЛЕЗА);10
481092;ЖЕЛЕЗА (III) ОКСИД;10
481105;КАЛИЯ ОКСИД;10
481117;КАЛИЯ ПЕРОКСИД;10
481124;КАЛЬЦИЯ ОКСИД;10
481139;КАЛЬЦИЯ ПЕРОКСИД;10
481143;КИСЛОТА АЗОТНАЯ;10
481177;КИСЛОТА БОРНАЯ;10
481181;КИСЛОТА БРОМИСТОВОДОРОДНАЯ, РАСТВОР;10
481196;КИСЛОТА ВОЛЬФРАМОВАЯ;10
481209;КИСЛОТА ЙОДИСТОВОДО-РОДНАЯ, РАСТВОР;10
481213;КИСЛОТА КРЕМНЕФТОРИС-ТОВОДОРОДНАЯ;7
481228;КИСЛОТА ПЛАВИКОВАЯ (ФТОРИСТОВОДОРОДНАЯ, ВОДОРОД ФТОРИСТЫЙ), ВОДНЫЙ РАСТВОР;7
481232;КИСЛОТА СЕРНАЯ;10
481247;ОЛЕУМ;10
481251;КИСЛОТА СИНИЛЬНАЯ;10
481266;КИСЛОТА СОЛЯНАЯ (ХЛОРИСТОВОДОРОДНАЯ);7
481270;КИСЛОТА ФОСФОРИСТАЯ;7
481285;КИСЛОТА ФОСФОРНАЯ (ОРТОФОСФОРНАЯ);10
481293;КИСЛОТА ХЛОРНАЯ КОНЦЕНТРАЦИИ МЕНЕЕ 5О%;10
481302;КИСЛОТА ХЛОРНАЯ КОНЦЕНТРАЦИИ ОТ 50 ДО 72%;10
481317;КИСЛОТА ХЛОРСУЛЬФОНОВАЯ;10
481321;КИСЛОТЫ НЕОРГАНИЧЕСКИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
481336;КОБАЛЬТА ОКСИД;10
481340;ЛИТИЯ ПЕРОКСИД;10
481355;МАГНИЯ ОКСИД (МАГНЕЗИЯ ЖЖЕНАЯ, МАГНЕЗИЯ УСТА);10
481360;МАГНИЯ ПЕРОКСИД;10
481374;МАРГАНЦА (IV) ОКСИД (ДВУОКИСЬ МАРГАНЦА, ДИОКСИД МАРГАНЦА) МЕДИ (I) ОКСИД (ЗАКИСЬ МЕДИ, ГЕМИОКСИД МЕДИ);10
481389;;10
481393;МЕДИ (II) ОКСИД (ОКИСЬ МЕДИ);10
481406;МЕДИ (II) ХЛОРОКСИД (ХЛОРОКИСЬ МЕДИ);10
481410;МЕЛАНЖ КИСЛОТНЫЙ;10
481425;МЫШЬЯКА (III) ОКСИД (АНГИДРИД МЫШЬЯКОВИСТЫЙ, МЫШЬЯК БЕЛЫЙ);10
481436;НАТРИЯ ОКСИД;10
481444;НАТРИЯ ПЕРОКСИД;10
481459;НИКЕЛЯ (II) ОКСИД (ЗАКИСЬ НИКЕЛЯ, ГЕМИОКСИД НИКЕЛЯ);10
481463;НИКЕЛЯ ОКСИД;10
481478;ЛАНТАНА ОКСИД;10
481482;ОКСИДЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
481497;ОЛОВА ОКСИД;10
481502;СВИНЦА (IV) ОКСИД (ДВУОКИСЬ СВИНЦА, ДИОКСИД СВИНЦА) СЕРЫ (IV) ОКСИД (АНГИДРИД СЕРНИСТЫЙ, ДИОКСИД СЕРЫ) СЕРЫ (VI) ОКСИД (АНГИДРИД СЕРНЫЙ, ТРИОКСИД СЕРЫ);10
481514;;10
481529;;10
481548;СТРОНЦИЯ ПЕРОКСИД;10
481552;СУЛЬФУРИЛХЛОРИД (СУЛЬФУРИЛ ХЛОРИСТЫЙ);7
481567;ТИОНИЛХЛОРИД (ТИОНИЛ ХЛОРИСТЫЙ);7
481571;ФОСФОРА (V) ОКСИД (АНГИДРИД ФОСФОРНЫЙ);10
481586;ФОСФОРА ОКСИХЛОРИД (ХЛОРОКИСЬ ФОСФОРА, ФОСФОРИЛ ХЛОРИСТЫЙ);7
481590;ХРОМА (VI) ОКСИД (АНГИДРИД ХРОМОВЫЙ, ТРИОКСИД ХРОМА) БЕЗВОДНЫЙ;10
481603;ХРОМА ОКСИД;10
481618;ЦИНКА ПЕРОКСИД;10
481622;ВАНАДИЯ (V) ОКСИД;10
482004;ОСНОВАНИЯ И СОДОПРОДУКТЫ;10
482019;АЛЮМИНИЯ ГИДРОКСИД;10
482023;БАРИЯ ГИДРОКСИД;10
482038;ГИДРАЗИН-ГИДРАТ;10
482042;ГИДРОКАРБОНАТ НАТРИЯ (СОДА ПИТЬЕВАЯ, СОДА ДВУУГЛЕКИСЛАЯ);10
482057;ГИДРОКСИДЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
482061;ГИДРОКСИЛАМИН СЕРНОКИСЛЫЙ;10
482076;ГИДРОКСИЛАМИНЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
482080;КАЛИЯ ГИДРОКСИД (ЕДКОЕ КАЛИ), РАСТВОР;10
482095;КАЛИЯ ГИДРОКСИД ТВЕРДЫЙ;10
482108;КАЛИЯ КАРБОНАТ (КАЛИЙ УГЛЕКИСЛЫЙ, ПОТАШ);10
482112;КАУСТИК ОТРАБОТАННЫЙ;10
482127;ЛИТИЯ ГИДРОКСИД (ЛИТИЙ ЕДКИЙ), ТВЕРДЫЙ;10
482131;НАТРИЯ ГИДРОКСИД (ЕДКИЙ НАТР, СОДА КАУСТИЧЕСКАЯ), ТВЕРДЫЙ;10
482146;НАТРИЯ ГИДРОКСИД (НАТР ЕДКИЙ, КАУСТИК ЖИДКИЙ), РАСТВОР;10
482150;НАТРИЯ КАРБОНАТ (НАТРИЙ УГЛЕКИСЛЫЙ, СОДА КАЛЬЦИНИРОВАННАЯ);10
482165;ХРОМА ГИДРОКСИД;10
482170;ЭЛЕКТРОЛИТ ЩЕЛОЧНОЙ;10
483007;СОЛИ КИСЛОРОДНЫХ КИСЛОТ;10
483011;АЛЮМИНАТ НАТРИЯ;10
483026;АЛЮМИНИЯ НИТРАТ (АЛЮМИНИЙ АЗОТНОКИСЛЫЙ);10
483030;АЛЮМИНИЯ СУЛЬФАТ (АЛЮМИНИЙ СЕРНОКИСЛЫЙ);10
483045;АММОНИЯ БИСУЛЬФИТ;10
483059;АММОНИЯ НИТРАТ (АММОНИЙ АЗОТНОКИСЛЫЙ);10
483064;АММОНИЯ КАРБОНАТ (АММОНИЙ УГЛЕКИСЛЫЙ);10
483079;АММОНИЯ МОЛИБДАТ;10
483083;АММОНИЯ ПЕРОКСОДИСУЛЬФАТ (АММОНИЙ НАДСЕРНОКИСЛЫЙ);10
483098;АММОНИЯ ПЕРХЛОРАТ (АММОНИЙ ХЛОРНОКИСЛЫЙ);10
483115;АММОНИЯ ФОСФАТ (АММОНИЙ ФОСФОРНОКИСЛЫЙ ТРЕХЗАМЕЩЕННЫЙ);10
483122;АММОНИЯ ХРОМАТ (АММОНИЙ ХРОМОВОКИСЛЫЙ);10
483134;АММОНИЯ ДИХРОМАТ (АММОНИЙ ДВУХРОМОВОКИСЛЫЙ);10
483149;БАРИЯ БРОМАТА МОНОГИДРАТ (БАРИЙ БРОМНОВАТОКИСЛЫЙ);10
483153;БАРИЯ ДИХРОМАТ (БАРИЙ ДВУХРОМОВОКИСЛЫЙ);10
483168;БАРИЯ КАРБОНАТ (БАРИЙ УГЛЕКИСЛЫЙ);10
483172;БАРИЯ НИТРАТ (БАРИЙ АЗОТНОКИСЛЫЙ);10
483187;БАРИЯ ПЕРМАНГАНАТ (БАРИЙ МАРГАНЦЕВОКИСЛЫЙ);10
483191;БАРИЯ СУЛЬФАТ (БАРИЙ СЕРНОКИСЛЫЙ);10
483204;БАРИЯ ХРОМАТ (БАРИЙ ХРОМОВОКИСЛЫЙ);10
483219;ВИСМУТА (III) НИТРАТ (ВИСМУТ АЗОТНОКИСЛЫЙ);10
483223;ГИДРАЗИН-СУЛЬФАТ;10
483257;ЖЕЛЕЗА (III) НИТРАТ (ЖЕЛЕЗО АЗОТНОКИСЛОЕ);10
483261;ЖЕЛЕЗА СУЛЬФАТ (ЖЕЛЕЗО СЕРНОКИСЛОЕ, КУПОРОС ЖЕЛЕЗНЫЙ);10
483276;КАДМИЯ КАРБОНАТ (КАДМИЙ УГЛЕКИСЛЫЙ) КАДМИЯ СУЛЬФАТ (КАДМИЙ СЕРНОКИСЛЫЙ) КАЛИЯ БРОМАТ (КАЛИЙ БРОМНОВАТОКИСЛЫЙ) КАЛИЯ ДИХРОМАТ (КАЛИЙ ДВУХРОМОВОКИСЛЫЙ);10
483280;;10
483308;;10
483312;;10
483327;КАЛИЯ НИТРАТ (КАЛИЙ АЗОТНОКИСЛЫЙ);10
483331;КАЛИЯ НИТРИТ (КАЛИЙ АЗОТИСТОКИСЛЫЙ);10
483346;КАЛИЯ ПЕРМАНГАНАТ (КАЛИЙ МАРГАНЦЕВОКИСЛЫЙ);10
483350;КАЛИЯ ПЕРОКСИДИСУЛЬФАТ (КАЛИЙ НАДСЕРНОКИСЛЫЙ);10
483365;КАЛИЯ ПЕРХЛОРАТ (КАЛИЙ ХЛОРНОКИСЛЫЙ);10
483375;КАЛИЯ ПИРОФОСФАТ;10
483399;КАЛИЯ ХЛОРАТ (КАЛИЙ ХЛОРНОВАТОКИСЛЫЙ, СОЛЬ БЕРТОЛЕТОВА);10
483401;КАЛЬЦИЯ АРСЕНАТ (КАЛЬЦИЙ МЫШЬЯКОВОКИСЛЫЙ);10
483416;КАЛЬЦИЯ АРСЕНИТ (КАЛЬЦИЙ МЫШЬЯКОВИСТОКИСЛЫЙ);10
483420;КОБАЛЬТ СЕРНОКИСЛЫЙ;10
483435;КАЛЬЦИЯ ГИПОХЛОРИТ ИЛИ КАЛЬЦИЯ ГИПОХЛОРИТ СМЕСИ СУХИЕ С МАССОВОЙ ДОЛЕЙ АКТИВНОГО ХЛОРА БОЛЕЕ 10%, НО НЕ БОЛЕЕ 39% (ИЗВЕСТЬ ХЛОРНАЯ);5
483441;КАЛЬЦИЯ ГИПОХЛОРИТ СУХОЙ ИЛИ СМЕСИ ГИПОХЛОРИТА КАЛЬЦИЯ, СОДЕРЖАЩИЕ БОЛЕЕ 39% АКТИВНОГО ХЛОРА (8,8% АКТИВНОГО КИСЛОРОДА) КАЛЬЦИЯ НИТРАТ (КАЛЬЦИЙ АЗОТНОКИСЛЫЙ);10
483454;;10
483469;КАЛЬЦИЯ НИТРАТ, ВОДНЫЙ РАСТВОР;10
483473;КАЛЬЦИЯ ПЕРМАНГАНАТ (КАЛЬЦИЙ МАРГАНЦЕВОКИСЛЫЙ);10
483488;КАЛЬЦИЯ СУЛЬФАТ (КАЛЬЦИЙ СЕРНОКИСЛЫЙ);10
483492;КАЛЬЦИЯ ФОСФАТ (КАЛЬЦИЙ ФОСФОРНОКИСЛЫЙ);10
483505;КВАСЦЫ АЛЮМОКАЛИЕВЫЕ;10
483518;КВАСЦЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
483524;КУПОРОСЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
483539;ЛИТИЯ НИТРАТ (ЛИТИЙ АЗОТНОКИСЛЫЙ);10
483543;МАГНИЯ КАРБОНАТ (МАГНИЙ УГЛЕКИСЛЫЙ, МАГНЕЗИЯ БЕЛАЯ) МАГНИЯ НИТРАТ (МАГНИЙ АЗОТНОКИСЛЫЙ);10
483558;;10
483562;МАГНИЯ ХЛОРАТ;10
483577;МАРГАНЦА БОРАТ (МАРГАНЕЦ БОРНОКИСЛЫЙ);10
483581;МАРГАНЦА СУЛЬФАТ (МАРГАНЕЦ СЕРНОКИСЛЫЙ), РАСТВОР;10
483596;МАРГАНЦА ФОСФАТ (МАРГАНЕЦ ФОСФОРНОКИСЛЫЙ);10
483609;МЕДИ ДИХРОМАТ (МЕДЬ ДВУХРОМОВОКИСЛАЯ);10
483613;МЕДИ НИТРАТ (МЕДЬ АЗОТНОКИСЛАЯ), ВОДНЫЙ РАСТВОР;10
483628;МЕДИ СУЛЬФАТ (МЕДЬ СЕРНОКИСЛАЯ, КУПОРОС МЕДНЫЙ);10
483632;НАТРИЯ АРСЕНАТ (НАТРИЙ МЫШЬЯКОВОКИСЛЫЙ);10
483647;НАТРИЯ АРСЕНИТ (НАТРИЙ МЫШЬЯКОВИСТОКИСЛЫЙ);10
483666;НАТРИЯ БИСУЛЬФАТ (ГИДРОСУЛЬФАТ НАТРИЯ);10
483685;НАТРИЯ БОРАТ (НАТРИЙ БОРНОКИСЛЫЙ);10
483694;НАТРИЯ БРОМАТ (НАТРИЙ БРОМНОВАТОКИСЛЫЙ);10
483702;НАТРИЯ ГЕКСАМЕТАФОСФАТ;10
483721;НАТРИЯ ГИДРОСУЛЬФИТ (ДИТИОНИТ НАТРИЯ);10
